job_title,company,location,post_date,seniority_level,skills,salary
Sr. Cloud Software Engineer/Architect,Panasonic North America,"Rochester, NY",25/12/2023,Mid senior,"Cloud architecture, System integration, Industrial Internet of Things (IIoT), Edge computing, Scrum, Agile software development, Software engineering, Software testing, Product management, Software quality assurance, Sales engineering, System integration, Microservices architecture, Azure, SQL, Big Data, Multithreaded programming, Device layer software, Firmware integration, RFID, Network communication, Entity Framework, Software deployment, Customer support, Risk management, Communication, Project management, Distributed team collaboration, Travel (domestic and international), Time zone and cultural awareness",199822.38
Sr. Java Software Engineer - Remote (Req. #520),Mindex,"Rochester, New York Metropolitan Area",25/12/2023,Mid senior,"Java, AngularJS, Spring Framework, MongoDB, Oracle, REST, Microservices, Agile, OPenShift, Software development, Technical software solutions, Customer service, Crossfunctional collaboration, Problemsolving, Enterprise development, Analysis, Criticalthinking",309089.4867
Senior Java Software Engineer,Solü Technology Partners,"Rochester, New York Metropolitan Area",25/12/2023,Mid senior,"Java, REST, SOAP, Unit Testing, JUnit, TestNG, NUnit, Spring, Spring Boot, Messaging Queues, JSM, Kafka, SQL, Oracle PL/SQL, MongoDB, Gradle, Unix, Git, Jenkins, AnthillPro, Kubernetes, Docker, OpenShift",309089.4867
Senior / Staff Software Engineer (Ruby),Recruiting from Scratch,"Rochester, NY",25/12/2023,Mid senior,"Software Engineer, Backend, Fullstack, Ruby on Rails, PostgreSQL, ORMs, RESTful APIs, Software Development Lifecycle, JavaScript, TypeScript, FinTech infrastructure, FinTech solutions, Communication, Collaboration",199822.38
Patent Attorney / Patent Agent / Electrical / Software / VO NY 14644 2711-LI,IP Recruiter Group,"Rochester, NY",25/12/2023,Mid senior,"Patent, IP, Intellectual property, Electrical engineering, Computer engineering, Computer science, Patent Bar, Analog, Digital, RF, Semiconductors, Telecommunications, Networking, Protocols, WiFi, Software engineering, Network security, Enterprise applications, Databases, Web, Cloud services, Operating systems, Software user interfaces, Open source, Law firm jobs, Legal search firms, Recruitment, Drafting, Writing, Prosecution, Claims, Opinions, PTAB, USPTO, PTO, EPO",199822.38
.NET Software Engineer - Hybrid (Req. #566),Mindex,"Rochester, New York Metropolitan Area",25/12/2023,Mid senior,".NET, ASP.NET Boilerplate, ASP.NET Core, Autofac, C#, Dapper, Entity Framework, JavaScript, NHibernate, ORM, React.js, RESTful API, Serilog, TypeScript, Vue.js, Aurelia, Acumatica, xRP framework",309089.4867
Software Engineer Lead - Remote (Req. #574),Mindex,"Rochester, New York Metropolitan Area",25/12/2023,Mid senior,"Cloud computing, AWS, Azure, Windows on EC2, SQL Server, .NET, ASP.NET, Lambdas, SNS, SQS, S3, SAM, CloudFormation, Fargate, API Gateway, Agile, SDLC",309089.4867
"Team Lead, Software Engineering",Recruiting from Scratch,"Rochester, NY",25/12/2023,Mid senior,"AWS, Java, C#, Python, JavaScript, Go, API, Distributed Systems, Software Development, Engineering Management, AI, Product Management, Leadership, Communication, Problem Solving, Space/Time Complexity, System Architecture, Technical Excellence, Continuous Integration, Continuous Delivery, Data Analysis, Software Testing, Unit Testing, Cloud Computing, Scalability, Reliability",199822.38
DSP Software Engineer with Security Clearance,DLM Professional,"Monterey, CA",25/12/2023,Associate,"Signal processing, GUI design, Linux, C/C++, SQL, Python, Data structures, Algorithms, Unit testing, Regression testing, Revision control systems, Defensive coding, Statistical signal processing, Communications systems, Software engineering, Large software systems",280303.7125
"Founding Software Engineer, Seed Stage",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Comp Sci, Software engineering, Communication skills, Autonomy, Openmindedness, Work ethic, Cloud services, ERP, Agile methodology",199822.38
"Senior Software Engineer, Distributed Systems",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Golang, Typescript, React, CircleCI/GitHub Actions, Docker, Kubernetes, Protobuf, AWS, Distributed Systems, Systems Programming, SRE Principles, Multithreading, Concurrency",199822.38
"Senior Software Engineer, Protocol",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Blockchain, Distributed Systems, Consensus Algorithms, Distributed Key Management, MultiChain Observer Architecture, IBC Protocol, OSS Contributions, Large Scale Simulation Testing, Documentation, Team Collaboration, IBC Toolchain, IBC Transport Hub",199822.38
Senior Embedded Software Engineer,Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Embedded Software Engineering, C, C++, C++11/14/17, Preemptive Multitasking RealTime Operating Systems, ObjectOriented Programming, Design, Computer Vision, Sensor Data Monitoring, Quality Data Logging, Control Algorithms, FPGA Computing Hardware, PCIe Driver Development, High Speed Data Acquisition, ClosedLoopControl Systems, OS Coding Techniques, IP Protocols, Linux OS, Automation Systems, Robotics, Creative Thinking, Verbal Communication, Written Communication",199822.38
"Senior Software Engineer, Technology Consulting",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Visual Studio, C#, ASP.NET, Windows, UNIX/LINUX, Objectoriented design, Project management, Team collaboration, Communication, Problemsolving, Tech stack, Web development, Javascript, JSON, AJAX, HTML5, CSS3",199822.38
"Senior Software Engineer, Artificial Intelligence",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Machine Learning, Natural Language Processing, Deep Learning, TensorFlow, PyTorch, Python, Java, C++, AWS, Azure, GCP, Algorithms, Data Preprocessing, Data Analysis, AI Infrastructure, AI Pipelines, UX/UI Design, Problem Solving, Teamwork, Communication",199822.38
Senior / Staff Software Engineer (Ruby),Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Software Engineering, RESTful APIs, PostgreSQL, ORM, TypeORM, MikroORM, Ruby on Rails, Full Software Development Lifecycle, JavaScript, TypeScript, DevOps, AWS, Kubernetes, REST, GraphQL, FinTech, SQL, NoSQL",199822.38
"Team Lead, Software Engineering",Recruiting from Scratch,"Carmel Valley, CA",25/12/2023,Mid senior,"Java, C#, Python, JavaScript, Go, AWS, Agile, Code Review, Complex System Architecture Design, Distributed Systems, Engineering Management, Mentoring, Problem Solving, Scalability, Software Development, Systems Analysis, Team Leadership, Unit Testing",199822.38
Sr Software Development with C# and Vue JS (Advisor Role),"Donato Technologies, Inc.","Dallas, TX",25/12/2023,Mid senior,"C#, Vue JS, SQL Server, Claims management systems, Project management, Microsoft Office",313019.7038
Senior Software Engineer - MAAS,Canonical,"Dallas, TX",25/12/2023,Mid senior,"Python, Go, Linux, Networking, Storage, Continuous integration, Unit testing, Documentation, KVM, LXC, PXE, DHCP, TFTP, DNS, NTP, Redfish, IPMI, AMT, Launchpad, Debian, APT, dpkg, snapcraft",313019.7038
Senior Software Engineer - Android,Givelify,"Dallas, TX",25/12/2023,Mid senior,"Android App Development, Java, Kotlin, Architecture Design, Unit Testing, Continuous Integration, Scalable Systems, Distributed Systems, DevOps, CrossFunctional Teams, Communication Skills, Problem Solving, Agile Methodology, Software Engineering, Mobile Applications, UX/UI Design",313019.7038
"Senior Software Engineer, Back End (Go, AWS, Java)",Jobs for Humanity,"Augusta, GA",25/12/2023,Mid senior,"Software Engineering, Java, Scala, Python, Go, Node.js, Kafka, Stream processing, AWS, GCP, Azure, Cloud services, Open source frameworks, Agile practices",219090.66
"Lead Software Engineer, Full Stack(JavaScript/Java/AWS)",Jobs for Humanity,"Augusta, GA",25/12/2023,Mid senior,"JavaScript, Java, AWS, Vue.js, TypeScript, SQL, Node.js, Microservices, Cloud Computing, Agile, Open Source Frameworks, HTML/CSS",219090.66
"Lead Software Engineer, Full Stack (Java, Python, Angular, React)",Jobs for Humanity,"Augusta, GA",25/12/2023,Mid senior,"Java, Python, Angular, React, JavaScript, HTML/CSS, TypeScript, SQL, Go, AWS, Microsoft Azure, Google Cloud, PostgreSQL, MySQL, Agile, Distributed microservices, Full stack systems, Cloud computing",219090.66
"Senior Manager, Software Engineering, Full Stack",Jobs for Humanity,"Augusta, GA",25/12/2023,Mid senior,"JavaScript, Java, HTML/CSS, TypeScript, SQL, Python, Go, AWS, Microservices, Cloud computing, Agile practices, Open source frameworks, Full stack systems",219090.66
Software Engineer,"Mission Technologies, a division of HII","Fort Gordon, GA",25/12/2023,Mid senior,"Cryptologic Computer Science, Advanced Signals Analysis, Malware Detection, Signature Creation, Mitigation, Computer Programming, Network Security, Vulnerability Analysis, Penetration Testing, Computer Forensics, Systems Engineering, Network Architecture, Software Development, Hardware Development, Artificial Intelligence, Machine Learning, Analytics",327298.4467
Software Engineer (Hybrid) - 17242,"Mission Technologies, a division of HII","Augusta, GA",25/12/2023,Mid senior,"Java, Spring, Guava, RESTful web services, Microservices, OOP, Linux, Git, Nexus, Maven, AWS, Azure, Elasticsearch, MongoDB, Solr, JIRA, Confluence, Github Enterprise",219090.66
Senior Software Engineer,FOTOMILL STUDIOS LIMITED,"Harlem, GA",25/12/2023,Mid senior,"Software Engineering, FullStack Development, Software Services, Web Development, Java, Python, JavaScript, Typescript, Angular, React, ElasticSearch, Continuous Integration, Whiteboard Sessions, Design Documents, Computer Science, Computer Engineering, Electrical Engineering, Machine Learning, Data Analytics, Android Development, NoSQL, SQL, Digital Signal Processing, TS/SCI Clearance, Polygraph, Adaptability, Communication, Multitasking, Prioritization",199822.38
Senior Software Engineer,Altamira Technologies Corporation,"Harlem, GA",25/12/2023,Mid senior,"Java, Python, JavaScript, Angular, React, ElasticSearch, Continuous integration, Software development, Web development, Databases, Data analytics, Machine learning, Data structures, Algorithms, Software design, Software architecture, Software testing, Software deployment, Software maintenance, Software security, Software quality assurance",199822.38
Senior Software Engineer,FOTOMILL STUDIOS LIMITED,"Harlem, GA",25/12/2023,Mid senior,"Java, JavaScript, TypeScript, Python, Angular, React, ElasticSearch, NoSQL, SQL, REST, Machine Learning, Data Analytics, Android development, Xmidas, Digital Signal Processing, Continuous integration, Web Services",199822.38
Software Architect,Augusta Sportswear Brands,"Grovetown, GA",25/12/2023,Mid senior,"Java, J2EE, HTML5, CSS3, NodeJS, jQuery, Angular, React, HCL Commerce, SOLR, ElasticSearch, RDBMS, NoSQL, AWS, S3, Lambda, Elastic Beanstalk, SES, EKS, CloudFront, CloudWatch, Git, Jira, Agile, Illustrator, Blender, Autodesk Maya, SVG, Marketplace integration",314647.235
Senior Software Engineer,Accenture Federal Services,"Fort Gordon, GA",25/12/2023,Mid senior,"Software Engineering, Linux, Database, Frontend Development, UX/UI Design, Kubernetes, Docker, Nifi, Software Development Methodologies, NodeJS, Python, Lua, Microservices, MongoDB, Confluence, Git, ElasticSearch, JavaScript, TS/SCI Security Clearance, Polygraph",327298.4467
Software Engineer,Defense Acquisition Support Services LLC,"Augusta, GA",25/12/2023,Mid senior,"System integration, Network testing, Testscenario development, Network traffic stimulation, System configurations, Testrun execution and monitoring, Networkdata capture, Data storage, Posttest database generation, Data analysis, Performance metrics, Network topology graphs, Network connectivity, Anomalous network behavior, Test plan development and implementation, GUI design and development, PCAP parser update, SQL queries, Network statistics analysis, External network troubleshooting, Active Secret Clearance, Government clients support, Bachelor's degree in Computer Science or related field, C++, TGEN",223620.77
Software Engineer,"Mission Technologies, a division of HII","Augusta, GA",25/12/2023,Mid senior,"Java, Software Engineering, Spring Framework, Guava Library, RESTful Web Services, Microservices Architecture, Object Oriented Programming (OOP), Linux, Git, Nexus, Maven, Agile Software Development, Cloud Technologies (AWS Azure), Distributed Databases, NoSQL Databases, Full TextSearch Engines (Elasticsearch MongoDB Solr), Scripting, Big Data Platform, JIRA, Confluence, Github Enterprise",223620.77
"Senior Software Engineer, Back End (Go, AWS, Java)",ClickJobs.io,"Augusta, GA",25/12/2023,Mid senior,"Agile, AWS, Cloud Computing, Container Orchestration, Data Analysis, Databases, Docker, Go, Java, Kubernetes, Kafka, Machine Learning, Node.js, NoSQL, Open Source, Python, RDBMS, Scala, SQL, Software Development, Software Engineering",219090.66
REMOTE Senior Software Engineer (1325),Zapata Technology,"Augusta, GA",25/12/2023,Mid senior,"Agile Development, Scrum, Jira, Confluence, Git, DevSecOps, Continuous Integration, Continuous Delivery (CI/CD), JavaScript, CSS, Angular, Grails, Java, Python, Maven, XML, JSON, NiFi, PostgreSQL, Cloud computing, IaaS, PaaS, SaaS, Microservices, Containers, Kubernetes, REST APIs, Visualization, Modeling and simulation (M&S), Computer Science, Engineering, IT, Objectoriented development, Frontend development, Backend development, Software development life cycle, Problemsolving, Critical thinking, Written communication, Verbal communication",219090.66
Senior Software Developer - Integration,Breezeline,"Aiken, SC",25/12/2023,Mid senior,"Software Integration, Java, Python, JSON, Elixir, API Design, REST, Web Services, Billing System Integration, Data Integration, HTML, CSS, JavaScript, Frameworks, SQL, Cloud Platforms, ProblemSolving, Communication, Teamwork, Project Management, Quality Assurance, Security, Compliance",199822.38
